	exact	type	db_id
30166	yeast	CRT_OG	
30167	Yarrowia lipolytica	CRT_OG	
30168	Rhodotorula glutinis	CRT_OG	
30169	Trichosporon cutaneum	CRT_OG	
30170	Torulaspora delbrueckii	CRT_OG	
30171	Kluyveromyces polysporus	CRT_OG	
30172	Saccharomyces cerevisiae	CRT_OG	
30173	Microorganisms	MIS_OG	
30174	yeast	CRT_OG	
30175	Kluyveromyces polysporus DBM 2171	WS_OG	
30176	Rhodotorula glutinis CCY 20-2-20	WS_OG	
30177	Saccharomyces cerevisiae DBM 2115	WS_OG	
30178	Torulaspora delbrueckii DBM 39	WS_OG	
30179	Trichosporon cutaneum CCY 30-5-10	WS_OG	
30180	Yarrowia lipolytica CCY 29-26-36	WS_OG	
30181	Yeast	CRT_OG	
30182	Yeasts	CRT_OG	
30183	Microorganisms	MIS_OG	
30184	yeast	CRT_OG	
30185	yeast	CRT_OG	
30186	yeast	CRT_OG	
30187	yeasts	CRT_OG	
30188	yeast	CRT_OG	
30189	yeast	CRT_OG	
30190	yeast	CRT_OG	
30191	yeast	CRT_OG	
30192	yeast	CRT_OG	
30193	yeasts	CRT_OG	
30194	yeasts	CRT_OG	
30195	T. cutaneum	CRT_OG	
30196	R. glutinis	CRT_OG	
30197	Y. lipolytica	CRT_OG	
30198	S. cerevisiae	CRT_OG	
30199	T. delbrueckii	CRT_OG	
30200	K. polysporus	CRT_OG	
30201	yeasts	CRT_OG	
30202	Y. lipolytica	CRT_OG	
30203	R. glutinis	CRT_OG	
30204	T. cutaneum	CRT_OG	
30205	Y. lipolytica	CRT_OG	
30206	R. glutinis	CRT_OG	
30207	Y. lipolytica	CRT_OG	
30208	microorganism	MIS_OG	
30209	T. cutaneum	CRT_OG	
30210	Y. lipolytica	CRT_OG	
30211	T. cutaneum	CRT_OG	
30212	T. cutaneum	CRT_OG	
30213	plant	MIS_OG	
30214	S. cerevisiae	CRT_OG	
30215	K. polysporus	CRT_OG	
30216	Y. lipolytica	CRT_OG	
30217	Candida sp.	MIS_OG	
30218	R. glutinis	CRT_OG	
30219	T. cutaneum	CRT_OG	
30220	K. polysporus	CRT_OG	
30221	S. cerevisiae	CRT_OG	
30222	T. delbrueckii	CRT_OG	
30223	T. cutaneum	CRT_OG	
30224	Y. lipolytica	CRT_OG	
30225	K. polysporus	CRT_OG	
30226	S. cerevisiae	CRT_OG	
30227	R. glutinis	CRT_OG	
30228	T. delbrueckii	CRT_OG	
30229	R. glutinis	CRT_OG	
30230	S. cerevisiae	CRT_OG	
30231	T. cutaneum	CRT_OG	
30232	K. polysporus	CRT_OG	
30233	T. delbrueckii	CRT_OG	
30234	Y. lipolytica	CRT_OG	
30235	yeast	CRT_OG	
30236	K. polysporus	CRT_OG	
30237	S. cerevisiae	CRT_OG	
30238	T. delbrueckii	CRT_OG	
30239	yeast	CRT_OG	
30240	T. cutaneum	CRT_OG	
30241	T. cutaneum	CRT_OG	
30242	T. cutaneum	CRT_OG	
30243	human	CRT_OG	
30244	yeasts	CRT_OG	
30245	Y. lipolytica	CRT_OG	
30246	Cryptococcus curvatus	CRT_OG	
30247	R. glutinis	CRT_OG	
30248	Trichosporon	CRT_OG	
30249	yeast	CRT_OG	
30250	yeast	CRT_OG	
30251	algae	CRT_OG	
30252	yeasts	CRT_OG	
30253	yeast	CRT_OG	
30254	yeast	CRT_OG	
30255	algae	CRT_OG	
30256	Chlamydomonas	CRT_OG	
30257	acyltransferases	CRT_GP	
30258	diacylglycerol acyltransferase	WS_GP	
30259	phospholipid-diacylglycerol acyltransferase	WS_GP	
30260	yeast	CRT_OG	
30261	yeast	CRT_OG	
30262	N 30	WT_GP	
30263	yeasts	CRT_OG	
30264	yeasts	CRT_OG	
30265	yeast	CRT_OG	
30266	yeasts	CRT_OG	
30267	yeasts	CRT_OG	
30268	yeasts	CRT_OG	
30269	Y. lipolytica	CRT_OG	
30270	Lipomyces	CRT_OG	
30271	Rhodosporidium toruloides	CRT_OG	
30272	Y. lipolytica	CRT_OG	
30273	yeast	CRT_OG	
30274	T. cutaneum	CRT_OG	
30275	R. glutinis	CRT_OG	
30276	Y. lipolytica	CRT_OG	
30277	K. polysporus	CRT_OG	
30278	T. delbrueckii	CRT_OG	
30279	S. cerevisiae	CRT_OG	
30280	R. glutinis	CRT_OG	
30281	S. cerevisiae	CRT_OG	
30282	T. delbrueckii	CRT_OG	
30283	yeast	CRT_OG	
30284	K. polysporus	CRT_OG	
30285	T. cutaneum	CRT_OG	
30286	T. fermentans	CRT_OG	
30287	R. toruloides	CRT_OG	
30288	R. glutinis	CRT_OG	
30289	S. cerevisiae	CRT_OG	
30290	Lipomyces starkeyi	CRT_OG	
30291	C. zeylanoides	CRT_OG	
30292	corn	CRT_OG	
30293	Yeasts	CRT_OG	
30294	yeast	CRT_OG	
30295	T. cutaneum	CRT_OG	
30296	T. cutaneum	CRT_OG	
30297	yeasts	CRT_OG	
30298	yeasts	CRT_OG	
30299	yeast	CRT_OG	
30300	Yarrowia lipolytica	CRT_OG	
30301	Rhodotorula glutinis	CRT_OG	
30302	Trichosporon cutaneum	CRT_OG	
30303	Torulaspora delbrueckii	CRT_OG	
30304	Kluyveromyces polysporus	CRT_OG	
30305	Saccharomyces cerevisiae	CRT_OG	
30306	T. cutaneum	CRT_OG	
30307	yeast	CRT_OG	
30308	yeast	CRT_OG	
30309	yeast	CRT_OG	
30310	Rhodotorula glutinis	CRT_OG	
30311	Yarrowia lipolytica	CRT_OG	
30312	Kluyveromyces polysporus	CRT_OG	
30313	Histone	MIS_GP	
30314	Sox9	CRT_GP	
30315	defects	WT_DS	
30316	defect	WT_DS	
30317	rat	CRT_OG	
30318	α7-nicotinic acetylcholine receptor	MIS_GP	
30319	nAChR	MIS_GP	
30320	nuclear factor of activated T cells 2	MIS_GP	
30321	NFATc2	CRT_GP	
30322	SRY-type high-mobility group box 9	WS_GP	
30323	Sox9	CRT_GP	
30324	calcineurin	MIS_GP	
30325	CaN	MIS_GP	
30326	α7-nAChR	MIS_GP	
30327	NFATc2	CRT_GP	
30328	SOX9	CRT_GP	
30329	SOX9	CRT_GP	
30330	defect	WT_DS	
30331	collagen II	MIS_GP	
30332	proteoglycans	MIS_GP	
30333	defect	WT_DS	
30334	degenerative disorders	CRT_DS	
30335	osteoarthritis	CRT_DS	
30336	defects	WT_DS	
30337	defect	WT_DS	
30338	human	CRT_OG	
30339	defects	WT_DS	
30340	defects	WT_DS	
30341	defects	WT_DS	
30342	humans	CRT_OG	
30343	defects	WT_DS	
30344	defects	WT_DS	
30345	dyschondroplasia	CRT_DS	
30346	defects	WT_DS	
30347	defects	WT_DS	
30348	SRY-type high mobility group box 9	WS_GP	
30349	Sox9	CRT_GP	
30350	α1 chain of type II collagen	MIS_GP	
30351	Col2A1	MIS_GP	
30352	transforming growth factor beta	WS_GP	
30353	TGF-β	MIS_GP	
30354	Sox9	CRT_GP	
30355	Col2A1	MIS_GP	
30356	Sox9	CRT_GP	
30357	histone	MIS_GP	
30358	nuclear factor of activated T cells	MIS_GP	
30359	NFAT	MIS_GP	
30360	transcription factor	MIS_GP	
30361	NFATp	CRT_GP	
30362	NFATc2	CRT_GP	
30363	histone deacetylase	MIS_GP	
30364	HDAC	MIS_GP	
30365	Calcineurin	MIS_GP	
30366	CaN	MIS_GP	
30367	NFATc2	CRT_GP	
30368	NFATc2	CRT_GP	
30369	nicotinic acetylcholine receptor	MIS_GP	
30370	nAChR	MIS_GP	
30371	Sox9	CRT_GP	
30372	histone	MIS_GP	
30373	HDAC	MIS_GP	
30374	nAChR	MIS_GP	
30375	calcineurin	MIS_GP	
30376	NFAT	MIS_GP	
30377	defects	WT_DS	
30378	Sox9	CRT_GP	
30379	Sox9	CRT_GP	
30380	nAChRs	MIS_GP	
30381	histone	MIS_GP	
30382	Sox9	CRT_GP	
30383	Animal	MIS_OG	
30384	Animal	MIS_OG	
30385	Animal	MIS_OG	
30386	animal	MIS_OG	
30387	Animals	CRT_OG	
30388	Animal	MIS_OG	
30389	Animal	MIS_OG	
30390	Wistar rats	CRT_OG	
30391	Rats	CRT_OG	
30392	rat	CRT_OG	
30393	Rats	CRT_OG	
30394	defect	WT_DS	
30395	rat	CRT_OG	
30396	defects	WT_DS	
30397	defect	WT_DS	
30398	Rats	CRT_OG	
30399	Animals	CRT_OG	
30400	defects	WT_DS	
30401	defects	WT_DS	
30402	defect	WT_DS	
30403	rat	CRT_OG	
30404	defect	WT_DS	
30405	defect	WT_DS	
30406	Rats	CRT_OG	
30407	defect	WT_DS	
30408	Col2A1	MIS_GP	
30409	Sox9	CRT_GP	
30410	avidin	CRT_GP	
30411	horseradish	CRT_OG	
30412	peroxidase	CRT_GP	
30413	peroxidase	CRT_GP	
30414	rabbit	CRT_OG	
30415	Sox9	CRT_GP	
30416	rabbit	CRT_OG	
30417	Col2A1	MIS_GP	
30418	rat	CRT_OG	
30419	Wistar rats	CRT_OG	
30420	rats	CRT_OG	
30421	F12	WT_GP	
30422	bovine	WT_OG	
30423	F12	WT_GP	
30424	F12	WT_GP	
30425	insulin	MIS_GP	
30426	transferrin	CRT_GP	
30427	transforming growth factor-β1	CRT_GP	
30428	TGF-β1	CRT_GP	
30429	NFATc2	CRT_GP	
30430	NFATc2	CRT_GP	
30431	NFATc2	CRT_GP	
30432	phosphatase	CRT_GP	
30433	calcineurin	MIS_GP	
30434	phosphatase	CRT_GP	
30435	calcineurin	MIS_GP	
30436	calcineurin	MIS_GP	
30437	calmodulin	CRT_GP	
30438	calcineurin	MIS_GP	
30439	calcineurin	MIS_GP	
30440	nAChR	MIS_GP	
30441	Sox9	CRT_GP	
30442	Col2A1	MIS_GP	
30443	glyceraldehyde 3-phosphate dehydrogenase	CRT_GP	
30444	GAPDH	CRT_GP	
30445	rat	CRT_OG	
30446	GAPDH	MIS_GP	
30447	α3-nAChR	MIS_GP	
30448	α4-nAChR	MIS_GP	
30449	α5-nAChR	MIS_GP	
30450	β2-nAChR	MIS_GP	
30451	β4-nAChR	MIS_GP	
30452	GAPDH	CRT_GP	
30453	glyceraldehyde phosphate dehydrogenase	MIS_GP	
30454	Col2A1	MIS_GP	
30455	α1 chain of type II collagen	MIS_GP	
30456	Sox9	CRT_GP	
30457	SRY-type high mobility group box9	WS_GP	
30458	nAChR	MIS_GP	
30459	nicotinic acetylcholine receptor	MIS_GP	
30460	rabbit	CRT_OG	
30461	Col2A1	MIS_GP	
30462	Sox9	CRT_GP	
30463	β-actin	CRT_GP	
30464	histone 3	MIS_GP	
30465	NFATc2	CRT_GP	
30466	NFATc2	CRT_GP	
30467	horseradish	CRT_OG	
30468	peroxidase	CRT_GP	
30469	protease	MIS_GP	
30470	phosphatase	CRT_GP	
30471	protein G	CRT_GP	
30472	proteinase K	CRT_GP	
30473	Col2A1	MIS_GP	
30474	α1 chain of type II collagen	MIS_GP	
30475	Sox9	CRT_GP	
30476	proteinase	WS_GP	
30477	protein G	CRT_GP	
30478	NFATc2	CRT_GP	
30479	HDAC1	CRT_GP	
30480	ECL	WT_GP	
30481	defect	WT_DS	
30482	defect	WT_DS	
30483	defect	WT_DS	
30484	rat	CRT_OG	
30485	infection	CRT_DS	
30486	defects	WT_DS	
30487	defect	WT_DS	
30488	fibrillated	WT_DS	
30489	defects	WT_DS	
30490	fibrillated	WT_DS	
30491	defect	WT_DS	
30492	defect	WT_DS	
30493	defect	WT_DS	
30494	rat	MIS_OG	
30495	Sox9	CRT_GP	
30496	defect	WT_DS	
30497	Sox9	CRT_GP	
30498	Col2A1	MIS_GP	
30499	Sox9	CRT_GP	
30500	Col2A1	MIS_GP	
30501	Sox9	CRT_GP	
30502	Col2A1	MIS_GP	
30503	Sox9	CRT_GP	
30504	aggrecan	MIS_GP	
30505	Col2A1	MIS_GP	
30506	Sox9	CRT_GP	
30507	Col2A1	MIS_GP	
30508	Sox9	CRT_GP	
30509	Sox9	CRT_GP	
30510	Col2A1	MIS_GP	
30511	Col2A1	MIS_GP	
30512	Sox9	CRT_GP	
30513	defect	WT_DS	
30514	defect	WT_DS	
30515	rat	MIS_OG	
30516	Col2A1	MIS_GP	
30517	Col2A1	MIS_GP	
30518	Sox9	CRT_GP	
30519	Sox9	CRT_GP	
30520	Col2A	MIS_GP	
30521	aggrecan	MIS_GP	
30522	Sox9	CRT_GP	
30523	Col2A1	MIS_GP	
30524	α1 chain of type II collagen	MIS_GP	
30525	Sox9	CRT_GP	
30526	SRY-type high-mobility group box 9	MIS_GP	
30527	phosphatase	CRT_GP	
30528	calcineurin	MIS_GP	
30529	α7-nAChR	MIS_GP	
30530	CaN	MIS_GP	
30531	NFAT	MIS_GP	
30532	phosphatase	CRT_GP	
30533	calcineurin	MIS_GP	
30534	calcineurin	MIS_GP	
30535	phosphatase	CRT_GP	
30536	calcineurin	MIS_GP	
30537	calcineurin	MIS_GP	
30538	phosphatase	CRT_GP	
30539	CaN	MIS_GP	
30540	calcineurin	MIS_GP	
30541	nAChR	MIS_GP	
30542	CaN	MIS_GP	
30543	calcineurin	MIS_GP	
30544	nAChR	MIS_GP	
30545	nicotinic acetylcholine receptor	MIS_GP	
30546	nAChR	MIS_GP	
30547	nAChR	MIS_GP	
30548	α7-nAchR	MIS_GP	
30549	α7-nAChR	MIS_GP	
30550	α7-nAChR	MIS_GP	
30551	Sox9	CRT_GP	
30552	calcineurin	MIS_GP	
30553	NFATc2	CRT_GP	
30554	α7-nAChR	MIS_GP	
30555	calcineurin	MIS_GP	
30556	phosphatase	CRT_GP	
30557	Sox9	CRT_GP	
30558	Sox9	CRT_GP	
30559	Sox9	CRT_GP	
30560	NFAT	MIS_GP	
30561	calcineurin	MIS_GP	
30562	Ca2+ and calmodulin-dependent serine phosphatase	WS_GP	
30563	calcineurin	MIS_GP	
30564	nucleoproteins	CRT_GP	
30565	NFATc2	CRT_GP	
30566	NFATc2	CRT_GP	
30567	NFATc2	CRT_GP	
30568	NFATc2	CRT_GP	
30569	NFATc2	CRT_GP	
30570	Sox9	CRT_GP	
30571	NFATc2	CRT_GP	
30572	NFATc2	CRT_GP	
30573	Sox9	CRT_GP	
30574	NFATc2	CRT_GP	
30575	α7-nAChR	MIS_GP	
30576	NFATc2	CRT_GP	
30577	Sox9	CRT_GP	
30578	Sox9	CRT_GP	
30579	calcineurin	MIS_GP	
30580	NFATc2	CRT_GP	
30581	α7-nAChR	MIS_GP	
30582	Sox9	CRT_GP	
30583	NFATc2	CRT_GP	
30584	Sox9	CRT_GP	
30585	Sox9	CRT_GP	
30586	Sox9	CRT_GP	
30587	Sox9	CRT_GP	
30588	NFATc2	CRT_GP	
30589	nucleoproteins	CRT_GP	
30590	NFATc2	CRT_GP	
30591	NFATc2	CRT_GP	
30592	NFATc2	CRT_GP	
30593	NFATc2	CRT_GP	
30594	Sox9	CRT_GP	
30595	Col2A1	MIS_GP	
30596	α1 chain of type II collagen	MIS_GP	
30597	NFATc2	CRT_GP	
30598	nuclear factor of activated T cell 2	MIS_GP	
30599	Sox9	CRT_GP	
30600	SRY-type high-mobility group box 9	MIS_GP	
30601	histone	MIS_GP	
30602	Sox9	CRT_GP	
30603	NFATc2	CRT_GP	
30604	NFATc2	CRT_GP	
30605	Sox9	CRT_GP	
30606	histone	MIS_GP	
30607	Sox9	CRT_GP	
30608	NFATc2	CRT_GP	
30609	HDAC1	CRT_GP	
30610	Sox9	CRT_GP	
30611	Sox9	CRT_GP	
30612	Sox9	CRT_GP	
30613	Col2A1	MIS_GP	
30614	NFATc2	CRT_GP	
30615	Sox9	CRT_GP	
30616	Col2A1	MIS_GP	
30617	NFATc2	CRT_GP	
30618	NFATc2	CRT_GP	
30619	HDAC1	CRT_GP	
30620	Sox9	CRT_GP	
30621	Sox9	CRT_GP	
30622	Sox9	CRT_GP	
30623	Sox9	CRT_GP	
30624	Col2A1	MIS_GP	
30625	Col2A1	MIS_GP	
30626	histone	MIS_GP	
30627	Sox9	CRT_GP	
30628	Sox9	CRT_GP	
30629	Sox9	CRT_GP	
30630	NFATc2	CRT_GP	
30631	Sox9	CRT_GP	
30632	Sox9	CRT_GP	
30633	Sox9	CRT_GP	
30634	Col2A1	MIS_GP	
30635	NFATc2	CRT_GP	
30636	Sox9	CRT_GP	
30637	NFATc2	CRT_GP	
30638	Sox9	CRT_GP	
30639	NFATc2	CRT_GP	
30640	Sox9	CRT_GP	
30641	Col2A1	MIS_GP	
30642	Col2A1	MIS_GP	
30643	α1 chain of type II collagen	MIS_GP	
30644	HDAC1	CRT_GP	
30645	histone deacetylase1	CRT_GP	
30646	NFATc2	CRT_GP	
30647	nuclear factor of activated T cell 2	MIS_GP	
30648	Sox9	CRT_GP	
30649	SRY-type high-mobility group box 9	MIS_GP	
30650	NFATc2	CRT_GP	
30651	HDAC1	CRT_GP	
30652	HDACs	MIS_GP	
30653	histone	MIS_GP	
30654	NFAT	MIS_GP	
30655	NFATc2	CRT_GP	
30656	Sox9	CRT_GP	
30657	Sox9	CRT_GP	
30658	Sox9	CRT_GP	
30659	NFATc2	CRT_GP	
30660	HDAC	MIS_GP	
30661	NFATc2	CRT_GP	
30662	HDAC1	CRT_GP	
30663	NFATc2	CRT_GP	
30664	NFATc2	CRT_GP	
30665	Sox9	CRT_GP	
30666	HDAC1	CRT_GP	
30667	Sox9	CRT_GP	
30668	Sox9	CRT_GP	
30669	Sox9	CRT_GP	
30670	NFATc2	CRT_GP	
30671	HDAC1	CRT_GP	
30672	NFATc2	CRT_GP	
30673	HDAC1	CRT_GP	
30674	NFATc2	CRT_GP	
30675	NFATc2	CRT_GP	
30676	HDAC1	CRT_GP	
30677	IgG	MIS_GP	
30678	NFATc2	CRT_GP	
30679	HDAC1	CRT_GP	
30680	HDAC1	CRT_GP	
30681	histone deacetylase1	CRT_GP	
30682	NFATc2	CRT_GP	
30683	nuclear factor of activated T cell 2	MIS_GP	
30684	rat	CRT_OG	
30685	defects	WT_DS	
30686	Sox9	CRT_GP	
30687	Col2A1	MIS_GP	
30688	histone	MIS_GP	
30689	Sox9	CRT_GP	
30690	CaN	MIS_GP	
30691	NFAT	MIS_GP	
30692	α7-nAChR	MIS_GP	
30693	α7-nAChR	MIS_GP	
30694	Sox9	CRT_GP	
30695	defects	WT_DS	
30696	defect	WT_DS	
30697	Sox9	CRT_GP	
30698	Sox9	CRT_GP	
30699	Col2A1	MIS_GP	
30700	Sox9	CRT_GP	
30701	Sox9	CRT_GP	
30702	delayed development	WT_DS	
30703	Sox9	CRT_GP	
30704	Sox9	CRT_GP	
30705	Sox9	CRT_GP	
30706	Sox9	CRT_GP	
30707	adenovirus	CRT_OG	
30708	defect	WT_DS	
30709	Sox9	CRT_GP	
30710	Sox9	CRT_GP	
30711	defect	WT_DS	
30712	Sox9	CRT_GP	
30713	Histone acetyltransferases	WS_GP	
30714	HATs	MIS_GP	
30715	HDACs	MIS_GP	
30716	histone	MIS_GP	
30717	histones	MIS_GP	
30718	HATs	MIS_GP	
30719	HDACs	MIS_GP	
30720	Sox9	CRT_GP	
30721	CBP	CRT_GP	
30722	p300	CRT_GP	
30723	HATs	MIS_GP	
30724	Sox9	CRT_GP	
30725	histone	MIS_GP	
30726	Histone	MIS_GP	
30727	histone 3	MIS_GP	
30728	histone 4	MIS_GP	
30729	Sox9	CRT_GP	
30730	Sox9	CRT_GP	
30731	Sox9	CRT_GP	
30732	Sox9	CRT_GP	
30733	α7-nAChR	MIS_GP	
30734	histone	MIS_GP	
30735	Sox9	CRT_GP	
30736	NFAT	MIS_GP	
30737	transcription factors	MIS_GP	
30738	T cell receptor	MIS_GP	
30739	NFATc2	CRT_GP	
30740	HDAC	MIS_GP	
30741	NFATc2	CRT_GP	
30742	Sox9	CRT_GP	
30743	HDAC1	CRT_GP	
30744	histone	MIS_GP	
30745	Calcineurin	MIS_GP	
30746	protein phosphatase 2B	WS_GP	
30747	serine/threonine protein phosphatase	CRT_GP	
30748	calmodulin	CRT_GP	
30749	calcineurin	MIS_GP	
30750	calcineurin	MIS_GP	
30751	calcineurin	MIS_GP	
30752	NFATc2	CRT_GP	
30753	calcineurin	MIS_GP	
30754	NFATc2	CRT_GP	
30755	calcineurin	MIS_GP	
30756	calcineurin	MIS_GP	
30757	NFAT	MIS_GP	
30758	nAchR	MIS_GP	
30759	nAchR	MIS_GP	
30760	nAchR	MIS_GP	
30761	α7-nAChR	MIS_GP	
30762	α7-nAChR	MIS_GP	
30763	calcineurin	MIS_GP	
30764	NFATc2	CRT_GP	
30765	NFATc2	CRT_GP	
30766	Calcineurin	MIS_GP	
30767	NFAT	MIS_GP	
30768	nAChR	MIS_GP	
30769	HDAC1	CRT_GP	
30770	histone	MIS_GP	
30771	Sox9	CRT_GP	
30772	animal	MIS_OG	
30773	tobacco	WT_OG	
30774	humans	CRT_OG	
30775	rats	CRT_OG	
30776	human	CRT_OG	
30777	rats	CRT_OG	
30778	nicotine dependence	CRT_DS	
30779	nicotine dependence	CRT_DS	
30780	nicotine dependence	CRT_DS	
30781	nicotine dependence	CRT_DS	
30782	nicotine dependence	CRT_DS	
30783	defects	WT_DS	
30784	Calcineurin	MIS_GP	
30785	NFATc2	CRT_GP	
30786	histone	MIS_GP	
30787	Sox9	CRT_GP	
30788	defect	WT_DS	
30789	defect	WT_DS	
30790	rat	MIS_OG	
30791	defect	WT_DS	
30792	defect	WT_DS	
30793	prokaryotes	CRT_OG	
30794	prokaryotes	CRT_OG	
30795	Eubacteria	CRT_OG	
30796	Archaea	CRT_OG	
30797	Escherichia coli	CRT_OG	
30798	HGT	WT_GP	
30799	Crenarchaeota	CRT_OG	
30800	Deinococcus-Thermus	CRT_OG	
30801	Pyrococcus	CRT_OG	
30802	Enterobacteria	CRT_OG	
30803	Bacteroides	CRT_OG	
30804	Pseudomonas	CRT_OG	
30805	Xanthomonas	CRT_OG	
30806	Ralstonia	CRT_OG	
30807	bacteria	MIS_OG	
30808	bacteria	MIS_OG	
30809	HGT	WT_GP	
30810	HGT	WT_GP	
30811	HGT	WT_GP	
30812	Rats	CRT_OG	
30813	Arginine Vasopressin	MIS_GP	
30814	rat	CRT_OG	
30815	depression	CRT_DS	
30816	rats	CRT_OG	
30817	rats	CRT_OG	
30818	Depression	CRT_DS	
30819	psychiatric disorder	CRT_DS	
30820	depression	WS_DS	
30821	cognitive impairment	WT_DS	
30822	depression	CRT_DS	
30823	depression	CRT_DS	
30824	type 2 diabetes mellitus	CRT_DS	
30825	hypertension	CRT_DS	
30826	coronary heart disease	CRT_DS	
30827	cancer	CRT_DS	
30828	Monoamine neurotransmitters disorder	MIS_DS	
30829	depression	CRT_DS	
30830	monoamine oxidase	CRT_GP	
30831	depression	CRT_DS	
30832	depression	CRT_DS	
30833	mental disorders	CRT_DS	
30834	Radix	WT_OG	
30835	Paeoniae	MIS_OG	
30836	Radix	WT_OG	
30837	Alba	WT_GP	
30838	Angelica sinensis	CRT_OG	
30839	bighead	WT_DS	
30840	atractylodes	MIS_OG	
30841	Poria cocos	CRT_OG	
30842	tree peony	CRT_OG	
30843	Gardeniae	MIS_OG	
30844	Mentha haplocalyx	CRT_OG	
30845	Licorice	CRT_OG	
30846	depression-related disorders	WS_DS	
30847	rat	CRT_OG	
30848	arginine vasopressin	MIS_GP	
30849	AVP	CRT_GP	
30850	Plant	MIS_OG	
30851	plants	CRT_OG	
30852	Radix	WT_OG	
30853	Paeoniae	MIS_OG	
30854	Radix	WT_OG	
30855	Alba	WT_GP	
30856	Angelica sinensis	CRT_OG	
30857	bighead	WT_DS	
30858	atractylodes	MIS_OG	
30859	Poria cocos	CRT_OG	
30860	tree peony	CRT_OG	
30861	Gardeniae	MIS_OG	
30862	Mentha haplocalyx	CRT_OG	
30863	Licorice	CRT_OG	
30864	rats	CRT_OG	
30865	CORT	WT_GP	
30866	corticotrophin-releasing hormone	MIS_GP	
30867	CRH	CRT_GP	
30868	adrenocorticotropin	MIS_GP	
30869	ACTH	CRT_GP	
30870	arginine vasopressin	MIS_GP	
30871	AVP	CRT_GP	
30872	Animals	CRT_OG	
30873	Wistar rats	CRT_OG	
30874	Animals	CRT_OG	
30875	Animals	CRT_OG	
30876	animals	CRT_OG	
30877	animals	CRT_OG	
30878	animals	CRT_OG	
30879	animals	CRT_OG	
30880	Animals	CRT_OG	
30881	animals	CRT_OG	
30882	animals	CRT_OG	
30883	animals	CRT_OG	
30884	animals	CRT_OG	
30885	Rat	CRT_OG	
30886	rats	CRT_OG	
30887	rats	CRT_OG	
30888	rats	CRT_OG	
30889	rats	CRT_OG	
30890	Rats	CRT_OG	
30891	Rats	CRT_OG	
30892	Rats	CRT_OG	
30893	cotton	WT_OG	
30894	CORT	WT_GP	
30895	CRH	CRT_GP	
30896	ACTH	CRT_GP	
30897	AVP	CRT_GP	
30898	rats	CRT_OG	
30899	CORT	WT_GP	
30900	CRH	CRT_GP	
30901	ACTH	CRT_GP	
30902	AVP	CRT_GP	
30903	CRH	CRT_GP	
30904	ACTH	CRT_GP	
30905	AVP	CRT_GP	
30906	CRH	CRT_GP	
30907	ACTH	CRT_GP	
30908	AVP	CRT_GP	
30909	rats	CRT_OG	
30910	rat	CRT_OG	
30911	rats	CRT_OG	
30912	rats	CRT_OG	
30913	rats	CRT_OG	
30914	rats	CRT_OG	
30915	rats	CRT_OG	
30916	CORT	WT_GP	
30917	CRH	CRT_GP	
30918	ACTH	CRT_GP	
30919	CORT	WT_GP	
30920	CRH	CRT_GP	
30921	ACTH	CRT_GP	
30922	rats	CRT_OG	
30923	CRH	CRT_GP	
30924	ACTH	CRT_GP	
30925	rats	CRT_OG	
30926	CORT	WT_GP	
30927	CRH	CRT_GP	
30928	ACTH	CRT_GP	
30929	AVP	CRT_GP	
30930	AVP	CRT_GP	
30931	AVP	CRT_GP	
30932	rat	CRT_OG	
30933	depression	CRT_DS	
30934	rat	CRT_OG	
30935	depression	CRT_DS	
30936	depression	CRT_DS	
30937	human	CRT_OG	
30938	animals	CRT_OG	
30939	loss of interest	WT_DS	
30940	depression	CRT_DS	
30941	depression	CRT_DS	
30942	animals	CRT_OG	
30943	rats	CRT_OG	
30944	rat	CRT_OG	
30945	human	CRT_OG	
30946	depression	CRT_DS	
30947	rats	CRT_OG	
30948	CRH	CRT_GP	
30949	AVP	CRT_GP	
30950	ACTH	CRT_GP	
30951	humans	CRT_OG	
30952	CORT	WT_GP	
30953	rodents	CRT_OG	
30954	human	CRT_OG	
30955	depression	CRT_DS	
30956	depression	CRT_DS	
30957	depression	CRT_DS	
30958	depression	CRT_DS	
30959	depression	CRT_DS	
30960	refractory depression	CRT_DS	
30961	animal	MIS_OG	
30962	CRH	CRT_GP	
30963	ACTH	CRT_GP	
30964	glucocorticoid receptor	CRT_GP	
30965	GR	MIS_GP	
30966	CRF	CRT_GP	
30967	AVP	CRT_GP	
30968	GR	MIS_GP	
30969	depression	CRT_DS	
30970	CORT	WT_GP	
30971	CRH	CRT_GP	
30972	ACTH	CRT_GP	
30973	rats	CRT_OG	
30974	depression	CRT_DS	
30975	CORT	WT_GP	
30976	CRH	CRT_GP	
30977	ACTH	CRT_GP	
30978	AVP	CRT_GP	
30979	AVP	CRT_GP	
30980	AVP	CRT_GP	
30981	AVP	CRT_GP	
30982	AVP	CRT_GP	
30983	depression	CRT_DS	
30984	AVP	CRT_GP	
30985	AVP	CRT_GP	
30986	CRH	CRT_GP	
30987	AVP	CRT_GP	
30988	ACTH	CRT_GP	
30989	AVP	CRT_GP	
30990	depression	CRT_DS	
30991	AVP	CRT_GP	
30992	rats	CRT_OG	
30993	AVP	CRT_GP	
30994	AVP	CRT_GP	
30995	depression	CRT_DS	
30996	depression	CRT_DS	
30997	depressed mood	WT_DS	
30998	anxiety	CRT_DS	
30999	sleep disorders	MIS_DS	
31000	circadian rhythm disorders	MIS_DS	
31001	depression	CRT_DS	
